                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                0.72662,                 1.0046,                 1.3163,                0.63789,                0.90139,                0.84916,                0.79593,                0.37693,                0.80141,                 1.0498,              0.0007055,              0.0007055,              0.0007055
                    134,                0.69475,                0.92397,                 1.2301,                0.77434,                0.77179,                0.82271,                0.75204,                0.44085,                  0.826,                 1.0607,             0.00070137,             0.00070137,             0.00070137
                    135,                0.68537,                 0.9666,                 1.2273,                0.47643,                    0.8,                0.67432,                0.62746,                0.39961,                 1.5498,                 1.0453,             0.00069725,             0.00069725,             0.00069725
                    136,                0.65968,                0.88532,                 1.2442,                0.54711,                0.71357,                 0.7152,                0.65392,                0.47617,                 1.1838,                 1.0875,             0.00069313,             0.00069313,             0.00069313
                    137,                0.70272,                 0.9567,                  1.271,                0.70395,                0.83757,                0.78235,                0.71844,                0.44406,                0.88291,                 1.0719,               0.000689,               0.000689,               0.000689
                    138,                0.69351,                0.93954,                 1.2304,                 0.6087,                0.86637,                0.80963,                0.75005,                0.41381,                  1.032,                  1.032,             0.00068488,             0.00068488,             0.00068488
                    139,                0.71864,                  0.966,                 1.2924,                0.61453,                 0.8766,                 0.8318,                 0.7588,                0.39055,                0.90707,                 1.0292,             0.00068075,             0.00068075,             0.00068075
                    140,                  0.705,                0.97176,                 1.2906,                0.71651,                0.65146,                0.80287,                0.72233,                0.48913,                  1.072,                  1.079,             0.00067663,             0.00067663,             0.00067663
                    141,                0.67269,                0.89961,                 1.2322,                0.77684,                0.86893,                0.84367,                0.78917,                0.36906,                0.67662,                 1.0341,              0.0006725,              0.0006725,              0.0006725
                    142,                0.71123,                0.94038,                 1.2868,                0.87725,                0.82366,                0.87911,                0.80149,                0.42807,                0.66235,                 1.0556,             0.00066838,             0.00066838,             0.00066838
